ایستگاه,تاریخ,SO2 ppb
مسعودیه.منطقه15,1399/01/18,4
مسعودیه.منطقه15,1399/01/19,3
مسعودیه.منطقه15,1399/01/20,2
مسعودیه.منطقه15,1399/01/21,2
مسعودیه.منطقه15,1399/01/22,2
مسعودیه.منطقه15,1399/01/23,2
مسعودیه.منطقه15,1399/01/24,2
مسعودیه.منطقه15,1399/01/25,3
مسعودیه.منطقه15,1399/01/26,4
مسعودیه.منطقه15,1399/01/27,3
مسعودیه.منطقه15,1399/01/28,3
مسعودیه.منطقه15,1399/01/29,2
مسعودیه.منطقه15,1399/01/30,2
مسعودیه.منطقه15,1399/01/31,3
مسعودیه.منطقه15,1399/02/01,5
مسعودیه.منطقه15,1399/02/02,3
مسعودیه.منطقه15,1399/02/03,3
مسعودیه.منطقه15,1399/02/04,3
مسعودیه.منطقه15,1399/02/05,3
مسعودیه.منطقه15,1399/02/06,3
مسعودیه.منطقه15,1399/02/07,3
مسعودیه.منطقه15,1399/02/08,2
مسعودیه.منطقه15,1399/02/09,3
مسعودیه.منطقه15,1399/02/10,3
مسعودیه.منطقه15,1399/02/11,2
مسعودیه.منطقه15,1399/02/12,3
مسعودیه.منطقه15,1399/02/13,3
مسعودیه.منطقه15,1399/02/14,2
مسعودیه.منطقه15,1399/02/15,3
مسعودیه.منطقه15,1399/02/16,5
مسعودیه.منطقه15,1399/02/17,3
مسعودیه.منطقه15,1399/02/18,3
مسعودیه.منطقه15,1399/02/19,3
مسعودیه.منطقه15,1399/02/20,3
مسعودیه.منطقه15,1399/02/21,3
مسعودیه.منطقه15,1399/02/22,3
مسعودیه.منطقه15,1399/02/23,3
مسعودیه.منطقه15,1399/02/24,4
مسعودیه.منطقه15,1399/02/25,4
مسعودیه.منطقه15,1399/02/26,4
مسعودیه.منطقه15,1399/02/27,5
مسعودیه.منطقه15,1399/02/28,5
مسعودیه.منطقه15,1399/02/29,5
مسعودیه.منطقه15,1399/02/30,4
مسعودیه.منطقه15,1399/02/31,2
مسعودیه.منطقه15,1399/03/01,4
مسعودیه.منطقه15,1399/03/02,5
مسعودیه.منطقه15,1399/03/03,4
مسعودیه.منطقه15,1399/03/04,5
مسعودیه.منطقه15,1399/03/05,3
مسعودیه.منطقه15,1399/03/06,4
مسعودیه.منطقه15,1399/03/07,4
مسعودیه.منطقه15,1399/03/08,3
مسعودیه.منطقه15,1399/03/09,3
مسعودیه.منطقه15,1399/03/10,2
مسعودیه.منطقه15,1399/03/11,3
مسعودیه.منطقه15,1399/03/12,5
مسعودیه.منطقه15,1399/03/13,4
مسعودیه.منطقه15,1399/03/14,3
مسعودیه.منطقه15,1399/03/15,3
مسعودیه.منطقه15,1399/03/16,4
مسعودیه.منطقه15,1399/03/17,3
مسعودیه.منطقه15,1399/03/18,5
مسعودیه.منطقه15,1399/03/19,4
مسعودیه.منطقه15,1399/03/20,3
مسعودیه.منطقه15,1399/03/21,3
مسعودیه.منطقه15,1399/03/22,5
مسعودیه.منطقه15,1399/03/23,3
مسعودیه.منطقه15,1399/03/24,4
مسعودیه.منطقه15,1399/03/25,5
مسعودیه.منطقه15,1399/03/26,4
مسعودیه.منطقه15,1399/03/27,4
مسعودیه.منطقه15,1399/03/28,3
مسعودیه.منطقه15,1399/03/29,5
مسعودیه.منطقه15,1399/03/30,4
مسعودیه.منطقه15,1399/03/31,5
مسعودیه.منطقه15,1399/04/01,4
مسعودیه.منطقه15,1399/04/02,4
مسعودیه.منطقه15,1399/04/03,4
مسعودیه.منطقه15,1399/04/04,6
مسعودیه.منطقه15,1399/04/05,4
مسعودیه.منطقه15,1399/04/06,4
مسعودیه.منطقه15,1399/04/07,4
مسعودیه.منطقه15,1399/04/08,7
مسعودیه.منطقه15,1399/04/09,5
مسعودیه.منطقه15,1399/04/10,8
مسعودیه.منطقه15,1399/04/11,6
مسعودیه.منطقه15,1399/04/12,4
مسعودیه.منطقه15,1399/04/13,4
مسعودیه.منطقه15,1399/04/14,5
مسعودیه.منطقه15,1399/04/15,4
مسعودیه.منطقه15,1399/04/16,4
مسعودیه.منطقه15,1399/04/17,4
مسعودیه.منطقه15,1399/04/18,4
مسعودیه.منطقه15,1399/04/19,2
مسعودیه.منطقه15,1399/04/20,4
مسعودیه.منطقه15,1399/04/21,4
مسعودیه.منطقه15,1399/04/22,4
مسعودیه.منطقه15,1399/04/23,3
مسعودیه.منطقه15,1399/04/24,3
مسعودیه.منطقه15,1399/04/25,5
مسعودیه.منطقه15,1399/04/26,3
مسعودیه.منطقه15,1399/04/27,5
مسعودیه.منطقه15,1399/04/28,4
مسعودیه.منطقه15,1399/04/29,4
مسعودیه.منطقه15,1399/04/30,5
مسعودیه.منطقه15,1399/04/31,4
مسعودیه.منطقه15,1399/05/01,2
مسعودیه.منطقه15,1399/05/02,4
مسعودیه.منطقه15,1399/05/03,4
مسعودیه.منطقه15,1399/05/04,3
مسعودیه.منطقه15,1399/05/05,3
مسعودیه.منطقه15,1399/05/06,4
مسعودیه.منطقه15,1399/05/07,4
مسعودیه.منطقه15,1399/05/08,3
مسعودیه.منطقه15,1399/05/09,4
مسعودیه.منطقه15,1399/05/10,2
مسعودیه.منطقه15,1399/05/11,3
مسعودیه.منطقه15,1399/05/12,4
مسعودیه.منطقه15,1399/05/13,5
مسعودیه.منطقه15,1399/05/14,2
