ایستگاه,تاریخ,SO2 ppb
شهرداری.منطقه16,1399/04/18,
شهرداری.منطقه16,1399/04/19,
شهرداری.منطقه16,1399/04/20,
شهرداری.منطقه16,1399/04/21,
شهرداری.منطقه16,1399/04/22,
شهرداری.منطقه16,1399/04/23,
شهرداری.منطقه16,1399/04/24,
شهرداری.منطقه16,1399/04/25,
شهرداری.منطقه16,1399/04/26,
شهرداری.منطقه16,1399/04/27,
شهرداری.منطقه16,1399/04/28,
شهرداری.منطقه16,1399/04/29,
شهرداری.منطقه16,1399/04/30,
شهرداری.منطقه16,1399/04/31,
شهرداری.منطقه16,1399/05/01,
شهرداری.منطقه16,1399/05/02,
شهرداری.منطقه16,1399/05/03,
شهرداری.منطقه16,1399/05/04,
شهرداری.منطقه16,1399/05/05,
شهرداری.منطقه16,1399/05/06,
شهرداری.منطقه16,1399/05/07,
شهرداری.منطقه16,1399/05/08,
شهرداری.منطقه16,1399/05/09,
شهرداری.منطقه16,1399/05/10,
شهرداری.منطقه16,1399/05/11,
شهرداری.منطقه16,1399/05/12,
شهرداری.منطقه16,1399/05/13,
شهرداری.منطقه16,1399/05/14,
شهرداری.منطقه16,1399/05/16,
شهرداری.منطقه16,1399/05/19,
شهرداری.منطقه16,1399/05/20,
شهرداری.منطقه16,1399/05/21,
شهرداری.منطقه16,1399/05/22,
شهرداری.منطقه16,1399/05/23,
شهرداری.منطقه16,1399/05/24,
شهرداری.منطقه16,1399/05/25,
شهرداری.منطقه16,1399/05/26,
شهرداری.منطقه16,1399/05/27,
شهرداری.منطقه16,1399/05/28,
شهرداری.منطقه16,1399/05/29,
شهرداری.منطقه16,1399/05/30,
شهرداری.منطقه16,1399/05/31,
شهرداری.منطقه16,1399/06/01,
شهرداری.منطقه16,1399/06/02,
شهرداری.منطقه16,1399/06/03,
شهرداری.منطقه16,1399/06/04,
شهرداری.منطقه16,1399/06/05,
شهرداری.منطقه16,1399/06/06,
شهرداری.منطقه16,1399/06/07,
شهرداری.منطقه16,1399/06/08,
شهرداری.منطقه16,1399/06/09,
شهرداری.منطقه16,1399/06/10,
شهرداری.منطقه16,1399/06/11,
شهرداری.منطقه16,1399/06/12,
شهرداری.منطقه16,1399/06/13,
شهرداری.منطقه16,1399/06/14,
شهرداری.منطقه16,1399/06/15,
شهرداری.منطقه16,1399/06/16,
شهرداری.منطقه16,1399/06/17,
شهرداری.منطقه16,1399/06/18,
شهرداری.منطقه16,1399/06/19,
شهرداری.منطقه16,1399/06/20,
شهرداری.منطقه16,1399/06/21,
شهرداری.منطقه16,1399/06/22,
شهرداری.منطقه16,1399/06/23,
شهرداری.منطقه16,1399/06/24,
شهرداری.منطقه16,1399/06/25,
شهرداری.منطقه16,1399/06/26,
شهرداری.منطقه16,1399/06/27,
شهرداری.منطقه16,1399/06/28,
شهرداری.منطقه16,1399/06/29,
شهرداری.منطقه16,1399/06/30,
شهرداری.منطقه16,1399/06/31,
شهرداری.منطقه16,1399/07/01,
شهرداری.منطقه16,1399/07/02,
شهرداری.منطقه16,1399/07/03,
شهرداری.منطقه16,1399/07/04,
شهرداری.منطقه16,1399/07/05,
شهرداری.منطقه16,1399/07/06,
شهرداری.منطقه16,1399/07/07,
شهرداری.منطقه16,1399/07/13,
شهرداری.منطقه16,1399/07/15,5
شهرداری.منطقه16,1399/07/16,5
شهرداری.منطقه16,1399/07/17,
شهرداری.منطقه16,1399/07/18,
شهرداری.منطقه16,1399/07/19,
شهرداری.منطقه16,1399/07/20,4
شهرداری.منطقه16,1399/07/21,6
شهرداری.منطقه16,1399/07/22,6
شهرداری.منطقه16,1399/07/23,4
شهرداری.منطقه16,1399/07/24,9
شهرداری.منطقه16,1399/07/25,9
شهرداری.منطقه16,1399/07/26,7
شهرداری.منطقه16,1399/07/27,5
شهرداری.منطقه16,1399/07/28,7
شهرداری.منطقه16,1399/07/29,11
شهرداری.منطقه16,1399/07/30,9
شهرداری.منطقه16,1399/08/01,9
شهرداری.منطقه16,1399/08/02,8
شهرداری.منطقه16,1399/08/03,6
شهرداری.منطقه16,1399/08/04,8
شهرداری.منطقه16,1399/08/05,9
شهرداری.منطقه16,1399/08/06,7
شهرداری.منطقه16,1399/08/07,
شهرداری.منطقه16,1399/08/08,8
شهرداری.منطقه16,1399/08/09,7
