ایستگاه,تاریخ,SO2 ppb
پونک,1400/05/13,4
پونک,1400/05/14,3
پونک,1400/05/15,3
پونک,1400/05/16,2
پونک,1400/05/17,3
پونک,1400/05/18,3
پونک,1400/05/19,3
پونک,1400/05/20,4
پونک,1400/05/21,3
پونک,1400/05/22,3
پونک,1400/05/23,4
پونک,1400/05/24,3
پونک,1400/05/25,3
پونک,1400/05/26,3
پونک,1400/05/27,3
پونک,1400/05/28,3
پونک,1400/05/29,3
پونک,1400/05/30,3
پونک,1400/05/31,3
پونک,1400/06/01,3
پونک,1400/06/02,3
پونک,1400/06/03,3
پونک,1400/06/04,3
پونک,1400/06/05,3
پونک,1400/06/06,3
پونک,1400/06/07,4
پونک,1400/06/08,3
پونک,1400/06/09,3
پونک,1400/06/10,3
پونک,1400/06/11,3
پونک,1400/06/12,3
پونک,1400/06/13,4
پونک,1400/06/14,3
پونک,1400/06/15,3
پونک,1400/06/16,3
پونک,1400/06/17,3
پونک,1400/06/18,3
پونک,1400/06/19,4
پونک,1400/06/20,4
پونک,1400/06/21,3
پونک,1400/06/22,3
پونک,1400/06/23,3
پونک,1400/06/24,3
پونک,1400/06/25,4
پونک,1400/06/26,3
پونک,1400/06/27,4
پونک,1400/06/28,4
پونک,1400/06/29,4
پونک,1400/06/30,4
پونک,1400/06/31,4
پونک,1400/07/01,3
پونک,1400/07/02,3
پونک,1400/07/03,4
پونک,1400/07/04,4
پونک,1400/07/05,5
پونک,1400/07/06,5
پونک,1400/07/07,4
پونک,1400/07/08,5
پونک,1400/07/09,4
پونک,1400/07/10,5
پونک,1400/07/11,5
پونک,1400/07/12,3
پونک,1400/07/13,4
پونک,1400/07/14,4
پونک,1400/07/15,3
پونک,1400/07/16,3
پونک,1400/07/17,4
پونک,1400/07/18,6
پونک,1400/07/19,5
پونک,1400/07/20,5
پونک,1400/07/21,6
پونک,1400/07/22,5
پونک,1400/07/23,4
پونک,1400/07/24,7
پونک,1400/07/25,5
پونک,1400/07/26,4
پونک,1400/07/27,3
پونک,1400/07/28,4
پونک,1400/07/29,5
پونک,1400/07/30,12
پونک,1400/08/01,7
پونک,1400/08/02,8
پونک,1400/08/03,6
پونک,1400/08/04,6
پونک,1400/08/05,4
پونک,1400/08/06,9
پونک,1400/08/07,13
پونک,1400/08/08,4
پونک,1400/08/09,8
پونک,1400/08/10,4
پونک,1400/08/11,6
پونک,1400/08/12,7
پونک,1400/08/13,3
پونک,1400/08/14,3
پونک,1400/08/15,3
پونک,1400/08/16,2
پونک,1400/08/17,3
پونک,1400/08/18,5
پونک,1400/08/19,5
پونک,1400/08/20,5
پونک,1400/08/21,2
پونک,1400/08/22,4
پونک,1400/08/23,12
پونک,1400/08/24,8
پونک,1400/08/25,6
پونک,1400/08/26,4
پونک,1400/08/27,4
پونک,1400/08/28,4
پونک,1400/08/29,6
پونک,1400/08/30,7
پونک,1400/09/01,8
پونک,1400/09/02,8
پونک,1400/09/03,6
پونک,1400/09/04,10
پونک,1400/09/05,6
پونک,1400/09/06,4
پونک,1400/09/07,7
پونک,1400/09/08,8
پونک,1400/09/09,7
